x,y
173,105
202,108
235,113
134,116
145,116
164,118
202,122
222,124
234,127
183,156
174,160
191,161
182,182
183,203
180,222
157,114
213,118
167,186
199,187
137,102
171,103
202,105
235,108
134,115
148,116
165,116
203,119
222,120
235,121
184,151
175,156
192,157
183,178
182,200
182,221
154,116
209,121
162,186
199,187
136,104
167,105
199,109
232,113
131,118
145,118
164,119
200,123
220,125
235,125
180,154
172,159
189,160
181,179
180,198
179,218
154,110
209,115
160,181
194,182
136,98
172,98
199,101
231,107
131,110
145,110
162,112
201,116
220,118
231,121
179,146
171,151
188,153
178,174
177,194
176,217
148,118
203,121
157,188
190,190
127,107
162,109
189,110
227,113
125,119
139,119
156,120
195,123
213,123
227,125
174,156
165,161
183,161
175,183
175,200
175,223
152,118
208,122
161,190
195,190
131,107
167,106
195,109
231,113
129,121
142,120
161,120
198,124
217,124
231,126
179,155
170,161
187,162
178,183
179,201
178,223
152,118
207,124
156,188
195,189
131,107
165,107
197,109
229,116
129,119
142,119
161,120
198,124
218,125
231,128
177,156
169,161
186,163
177,182
178,202
176,220
141,122
197,125
148,195
185,193
121,110
156,111
183,113
220,116
120,123
132,124
150,125
188,127
207,127
222,128
167,161
158,165
175,165
168,185
168,207
168,226
146,120
201,123
154,188
191,187
126,109
161,106
188,108
222,113
124,121
136,121
153,121
191,123
211,124
223,126
173,155
164,160
182,161
174,180
175,199
175,220
156,117
211,122
158,188
197,189
140,108
173,110
199,109
232,114
134,118
147,119
165,120
202,124
220,126
233,128
180,155
171,160
189,161
180,181
178,202
177,224
147,118
202,121
156,188
194,188
128,108
161,105
189,108
224,113
126,120
138,119
155,120
193,123
211,123
226,125
174,155
164,160
181,161
174,181
175,199
175,222
161,119
215,123
166,187
202,188
143,108
176,107
205,111
238,115
137,121
152,121
170,121
208,124
225,126
237,128
188,156
178,160
196,162
185,183
185,199
185,221
154,119
208,122
161,187
198,188
135,107
170,106
198,108
230,114
131,120
144,119
163,121
200,123
219,125
231,126
180,156
172,160
188,162
181,182
180,198
179,220
172,61
242,63
173,132
230,134
146,45
186,45
215,47
265,51
143,62
157,61
182,59
227,61
252,63
268,65
198,89
191,97
212,100
200,122
201,149
202,180
174,55
248,58
178,132
236,134
151,43
192,47
224,49
275,50
150,56
161,56
188,58
235,60
261,62
279,63
203,95
193,102
216,103
204,130
205,150
204,183
165,63
239,66
168,138
229,141
142,51
183,53
215,54
264,56
142,66
152,65
177,64
225,67
250,69
271,72
191,98
183,107
206,108
194,134
195,158
196,192
177,80
252,88
181,161
231,164
151,66
194,74
224,79
277,77
150,78
161,80
189,84
237,88
263,89
281,93
205,125
194,132
219,135
204,159
203,179
202,209
183,91
259,96
190,171
242,175
156,75
205,84
233,88
285,88
154,92
168,92
197,94
245,97
272,99
288,100
216,136
203,142
230,144
215,169
215,185
214,217
177,117
234,116
177,172
236,170
155,110
189,101
221,99
255,106
154,123
166,120
189,119
224,118
244,118
256,118
208,143
200,150
213,151
208,164
209,185
209,215
166,122
228,122
172,186
225,186
143,111
179,104
214,105
250,111
142,123
154,124
179,124
216,124
240,123
253,125
198,153
190,159
205,160
199,173
198,203
198,229
171,121
231,121
177,184
229,183
147,111
184,105
217,105
253,109
145,122
159,124
183,124
220,123
242,122
256,121
203,152
196,160
210,160
203,175
203,193
205,224
169,117
230,117
173,176
232,173
147,106
180,100
216,98
251,103
144,121
158,120
181,119
218,118
240,118
252,118
202,144
194,152
209,152
202,167
204,191
204,222
162,129
224,126
168,190
224,188
138,121
174,112
208,109
246,113
136,134
150,131
175,130
213,129
236,127
248,126
193,159
188,166
201,166
197,182
198,199
198,233
171,151
232,151
177,214
229,212
147,141
184,134
219,133
253,138
144,154
159,153
184,152
221,153
245,153
256,154
206,179
198,187
211,188
206,203
206,224
206,255
167,130
227,131
168,191
221,191
145,117
180,114
215,115
249,121
141,133
155,132
179,132
215,134
238,134
251,134
196,162
189,168
202,169
195,183
195,202
193,232
166,157
227,159
169,218
223,219
144,149
177,140
216,141
247,146
143,160
156,159
177,159
216,160
238,161
250,162
199,184
190,192
205,193
198,205
198,232
197,260
167,129
226,131
168,190
220,192
145,117
179,113
214,112
248,119
143,131
155,130
180,130
215,132
237,134
248,134
195,159
189,166
202,167
195,178
195,207
192,233
164,123
222,123
166,181
219,179
141,115
175,106
210,106
243,112
138,126
152,126
175,125
211,125
231,125
244,125
193,149
186,157
200,157
195,172
195,187
196,221
164,124
222,123
170,184
218,183
141,117
175,107
209,108
243,113
140,127
153,126
176,126
211,126
233,125
245,126
195,151
187,159
201,159
194,173
196,196
195,224
159,126
216,122
168,184
218,180
136,120
171,108
203,106
237,110
135,131
148,128
170,126
206,124
229,122
241,122
192,151
185,158
198,158
192,173
194,197
196,223
165,124
223,125
168,185
217,185
148,110
176,109
212,109
246,119
141,125
153,126
177,126
212,127
235,127
248,127
196,153
189,161
201,161
194,175
195,198
195,225
208,129
266,134
207,189
258,193
185,117
224,111
257,115
288,125
182,130
198,131
220,132
256,136
278,137
287,141
241,158
232,167
245,168
236,181
235,200
231,230
169,133
229,135
170,192
227,193
153,116
180,118
218,118
251,123
144,134
157,135
182,136
219,136
240,137
253,137
201,165
193,172
207,172
200,184
201,208
201,237
168,132
227,133
173,194
222,193
145,121
180,117
214,117
248,122
141,135
156,134
181,134
216,135
238,134
252,136
199,163
190,170
206,171
198,187
198,208
199,235
169,130
229,130
172,191
222,191
150,118
184,115
216,115
250,121
143,131
158,131
181,132
217,134
240,134
253,133
199,160
192,167
206,168
198,183
198,200
198,231
172,123
231,123
177,183
228,182
151,112
185,107
219,107
251,112
150,124
161,125
184,125
219,124
243,124
253,126
204,151
196,159
210,159
203,170
203,200
202,226
168,126
227,126
173,188
224,186
145,117
180,110
215,109
248,115
143,130
156,128
179,128
215,128
238,128
249,128
202,154
193,161
207,162
200,174
200,199
200,226
168,128
226,125
178,189
225,186
146,119
179,111
213,110
247,114
146,130
157,130
180,129
216,127
237,126
249,126
199,155
194,163
208,163
202,176
203,200
204,228
171,129
229,128
177,189
228,188
147,121
182,112
218,113
251,118
148,131
160,132
182,131
219,130
242,129
253,130
204,159
196,166
211,166
204,179
205,203
206,230
169,130
229,127
175,190
228,188
146,122
183,114
216,112
250,118
146,133
158,132
183,131
218,131
240,129
251,130
201,159
194,166
210,166
203,179
203,203
205,229
172,127
231,128
177,190
227,189
149,120
184,110
219,111
252,118
149,130
161,130
184,130
219,131
242,130
252,130
203,159
195,165
210,166
202,178
202,205
202,229
169,126
227,126
175,186
225,185
147,118
183,108
217,109
248,116
145,128
157,128
182,128
217,128
241,127
252,127
202,154
195,162
207,162
199,176
200,200
200,227
171,129
231,129
173,185
231,184
147,121
182,111
218,112
250,117
147,132
160,130
183,130
219,130
241,130
254,129
203,156
193,165
213,164
202,176
203,202
202,230
173,122
230,123
175,180
228,180
150,115
185,105
220,106
252,114
148,127
160,125
184,124
219,124
240,125
253,125
203,146
197,155
210,156
203,171
203,192
204,223
166,131
225,130
171,193
223,192
143,121
179,115
212,113
247,119
141,133
154,134
178,132
213,132
237,132
249,132
196,158
189,165
203,166
196,177
198,211
196,238
172,134
231,134
175,195
229,194
149,123
184,118
217,117
253,123
149,137
159,136
184,136
219,135
243,135
257,135
202,162
196,170
209,171
202,184
204,208
204,235
173,131
231,131
179,195
227,193
149,122
184,115
218,115
250,120
148,133
160,134
184,133
219,133
244,133
254,133
202,159
195,167
210,168
202,179
204,214
205,238
173,134
231,133
175,187
232,185
151,120
184,115
216,114
248,119
146,136
161,136
184,133
219,133
240,134
252,133
203,159
196,166
211,166
203,181
204,195
205,226
171,127
212,129
173,167
206,168
156,119
182,117
202,119
226,120
153,129
164,128
178,128
205,130
218,129
227,129
192,149
185,152
198,154
191,163
191,176
190,192
143,121
185,121
148,160
179,160
127,112
153,110
173,109
197,110
124,121
136,122
150,122
177,121
191,121
200,122
165,140
157,145
170,145
165,154
165,166
164,185
157,127
199,128
163,167
191,168
144,117
168,117
187,117
213,120
141,127
151,128
165,127
191,128
206,129
215,128
175,147
168,151
182,152
177,161
175,178
175,194
165,123
207,125
172,167
199,167
150,116
174,113
196,115
220,117
147,124
159,124
171,124
199,126
213,126
222,126
186,146
178,150
193,150
186,159
185,177
184,192
162,113
204,114
168,156
194,157
146,104
174,103
194,106
219,107
141,113
156,114
169,114
197,115
210,115
220,116
185,134
177,139
190,139
182,149
181,167
181,185
162,113
206,115
169,156
198,158
146,105
176,105
194,106
219,109
142,114
157,114
170,113
199,116
211,116
222,117
184,138
176,139
190,141
183,149
182,167
180,184
156,114
198,115
161,156
190,157
140,107
169,108
186,107
211,106
137,114
151,114
164,114
191,116
204,116
214,117
178,135
171,139
183,139
177,151
176,164
175,181
162,113
205,115
168,157
196,157
147,105
174,105
193,105
219,108
141,115
156,114
168,113
196,116
211,116
221,117
183,136
176,139
189,140
181,150
181,168
181,183
161,123
202,124
169,165
194,166
146,116
173,114
192,114
215,115
142,125
156,124
168,123
195,124
208,125
218,126
183,145
176,148
188,149
182,159
182,178
181,191
160,123
202,123
168,165
195,164
146,115
172,113
191,113
215,114
139,125
155,124
166,123
195,125
207,124
218,125
183,143
175,147
188,148
181,156
181,176
181,191
166,126
207,126
171,168
198,168
150,119
178,117
196,116
221,120
146,127
160,126
172,126
200,126
213,128
221,129
187,148
178,151
193,152
185,161
185,178
184,194
165,127
207,129
168,167
198,169
152,120
176,118
196,120
220,121
149,126
159,129
171,129
199,130
212,130
221,129
187,149
179,154
192,154
185,165
184,176
182,192
161,109
202,109
166,149
196,149
147,100
172,98
193,96
215,101
146,110
154,109
167,108
195,109
208,110
217,111
184,127
176,133
189,133
181,143
181,156
180,176
141,102
182,97
146,136
183,134
125,94
151,90
168,91
192,88
126,107
135,104
148,101
177,98
188,98
197,98
166,116
156,120
173,120
165,127
168,147
170,165
161,113
201,113
164,153
196,154
146,105
172,103
192,101
216,106
146,113
155,114
167,114
194,114
207,115
215,114
182,133
175,138
188,138
181,147
179,161
178,180
168,118
210,120
171,158
203,159
154,112
178,109
200,109
221,109
150,119
161,119
174,119
202,121
215,121
224,120
189,139
182,143
195,144
187,155
187,167
187,185
167,118
207,119
170,159
201,158
152,111
176,107
198,107
219,109
149,120
160,120
174,120
200,120
213,120
222,120
188,138
180,142
194,143
186,154
185,167
186,184
172,118
213,121
177,157
206,158
160,111
182,108
203,109
225,110
156,120
165,119
179,120
206,121
217,121
226,121
193,139
186,143
199,143
191,154
190,166
190,183
167,118
207,119
172,158
199,160
153,109
177,109
196,110
220,112
151,119
161,118
173,119
201,120
212,120
224,121
188,138
180,143
193,143
186,152
185,168
184,185
168,118
207,120
172,158
200,160
155,111
180,109
197,112
220,110
152,118
163,120
174,120
202,121
214,121
223,121
189,138
181,143
195,144
185,154
186,168
185,186
167,120
207,120
173,160
198,162
153,111
179,110
195,112
220,113
149,121
161,120
174,121
201,121
212,121
222,121
188,139
180,144
193,144
187,154
185,173
185,187
164,122
206,122
170,158
198,159
151,112
177,110
196,109
219,111
150,122
158,123
172,122
198,123
211,123
220,122
187,139
179,144
193,145
184,154
183,168
183,184
173,119
213,121
178,159
203,161
160,112
185,113
202,115
226,115
155,120
166,121
180,121
205,122
219,122
227,123
194,140
185,145
198,145
191,154
190,170
189,186
166,118
206,118
173,158
198,158
153,111
177,109
196,109
219,110
147,119
161,119
172,118
199,119
212,119
222,119
187,138
181,142
193,142
186,151
185,168
185,184
166,117
206,118
172,158
197,159
152,111
177,109
194,111
218,111
148,117
161,119
172,119
199,119
211,119
221,119
186,137
181,142
192,143
185,152
185,170
184,185
164,117
203,117
168,156
197,155
150,108
175,108
192,109
216,109
145,117
157,117
170,117
197,117
209,117
218,117
185,136
177,141
190,141
183,151
183,164
183,182
164,118
203,118
171,158
195,159
150,110
178,110
191,111
214,111
144,120
157,119
169,119
196,119
208,120
217,120
184,137
176,143
191,143
182,152
182,169
182,184
170,119
210,120
174,158
202,159
153,113
181,111
198,113
223,113
154,119
164,120
176,120
202,121
215,121
225,121
190,139
182,144
196,144
188,154
188,169
188,184
172,119
211,119
176,157
205,157
156,112
183,109
199,113
223,113
153,120
166,120
179,120
205,120
217,121
228,121
193,139
185,143
199,143
191,153
191,165
191,184
168,119
207,120
171,158
202,159
152,111
180,110
196,112
220,113
150,118
161,121
175,120
202,120
214,121
223,122
188,139
181,143
195,144
187,152
186,168
186,185
170,118
211,119
173,154
202,156
156,109
181,107
198,109
224,111
152,117
164,119
175,118
205,120
216,121
226,121
191,137
182,140
196,142
188,149
187,165
185,183
171,118
211,119
174,157
204,159
158,110
184,109
199,111
225,111
154,119
166,119
177,119
204,120
217,120
227,120
191,138
185,142
197,143
190,151
189,166
187,184
169,117
209,117
175,157
200,158
154,110
181,110
196,111
222,111
152,118
163,118
175,118
202,118
214,119
223,118
189,137
182,142
194,141
188,150
188,169
187,184
168,117
207,118
172,157
201,159
156,109
180,109
194,110
220,112
153,117
163,117
174,117
202,119
212,119
223,121
189,137
182,141
194,142
187,152
186,165
184,183
173,117
213,119
179,158
206,159
162,109
184,111
202,112
226,113
156,118
168,118
180,119
206,120
219,120
230,121
194,137
186,142
198,143
192,154
192,167
191,183
173,118
211,118
177,157
204,157
156,111
184,110
197,111
224,112
154,119
165,119
177,118
205,119
216,120
226,121
190,137
185,141
197,142
189,151
190,166
190,182
168,119
207,119
173,158
200,159
154,113
179,110
194,112
219,114
149,119
161,120
173,120
200,120
213,121
223,123
188,139
181,143
194,143
185,152
185,168
185,184
171,117
210,117
176,158
203,157
157,111
182,109
197,112
223,112
152,119
164,119
176,118
203,119
216,120
224,119
190,137
184,142
196,142
187,152
188,167
187,183
142,117
187,115
144,156
189,151
122,110
152,109
177,109
203,106
119,117
133,118
149,117
179,115
194,115
206,115
164,135
157,140
171,140
166,148
167,160
168,185
135,104
179,103
143,148
174,146
119,96
144,95
169,94
196,94
118,107
129,105
144,104
172,104
187,104
199,103
156,115
152,123
163,122
158,135
159,153
158,173
139,104
183,104
145,148
177,148
123,96
148,96
175,93
199,94
120,107
133,106
147,105
175,104
190,105
203,106
160,116
155,124
165,124
160,136
161,154
160,172
139,105
184,104
144,148
182,146
124,97
147,96
173,95
200,94
122,106
133,107
147,105
176,104
193,104
206,104
162,117
157,125
168,124
162,138
163,149
164,169
140,99
184,98
146,143
179,142
125,91
151,91
174,87
202,90
123,102
134,101
148,99
177,98
191,99
204,99
160,108
157,117
168,116
163,127
164,149
160,169
140,101
184,100
143,143
182,143
126,93
148,90
176,89
198,89
124,102
133,102
148,100
175,100
190,100
203,100
161,109
156,119
167,119
161,135
162,146
163,166
139,106
183,105
144,149
179,148
123,99
151,97
175,95
201,98
122,111
132,108
148,106
174,106
190,106
203,108
161,116
155,125
167,124
161,136
161,152
160,171
141,103
184,102
146,146
182,144
124,97
148,95
175,93
200,93
121,106
134,105
149,104
177,103
192,103
204,103
162,113
157,121
168,121
164,133
164,145
164,165
135,103
178,101
139,146
177,143
120,97
143,94
169,92
195,93
118,107
129,105
144,102
171,102
186,102
198,101
157,113
152,121
164,121
158,132
159,147
160,163
138,103
181,102
142,144
178,145
123,96
147,94
171,90
198,94
121,108
132,105
146,102
173,103
188,102
199,103
160,112
155,121
164,121
160,137
160,151
160,168
139,98
184,97
147,141
176,141
125,90
148,88
174,86
198,88
121,104
134,100
147,98
175,97
191,97
206,100
162,105
156,115
166,114
161,126
161,149
160,169
142,96
186,96
145,141
185,139
126,91
152,88
177,86
201,87
123,101
135,99
149,96
178,96
193,96
205,96
163,108
159,116
169,115
164,131
165,144
166,167
144,93
187,93
148,137
186,135
129,87
152,85
175,82
204,84
125,99
137,96
152,94
179,93
194,94
208,93
164,103
160,111
170,111
165,127
166,141
168,161
135,96
179,94
139,139
177,138
117,89
143,85
168,84
194,84
117,100
130,98
143,96
171,95
185,95
198,96
157,104
152,113
162,113
157,128
158,145
158,165
137,98
181,97
143,142
176,140
121,92
146,88
171,87
195,86
119,102
130,100
145,98
173,97
188,98
202,99
158,107
154,114
164,114
159,126
160,149
160,167
138,98
181,97
141,140
177,140
121,91
148,90
170,87
196,88
119,103
131,100
145,97
173,98
188,97
202,98
158,108
153,117
164,117
158,132
159,145
158,166
135,96
179,96
140,139
176,138
118,89
145,86
170,85
195,86
119,101
130,98
143,96
172,96
186,97
200,97
157,105
152,114
161,113
157,128
157,147
157,167
136,100
180,99
143,143
173,141
121,92
145,91
170,89
194,88
119,104
130,102
144,100
171,100
187,100
200,98
156,111
152,118
162,118
158,131
158,150
159,172
131,100
173,99
135,143
169,142
115,92
138,92
162,90
189,89
113,104
124,102
138,100
166,99
181,100
192,100
151,108
147,116
157,117
152,129
153,151
153,171
133,100
177,99
140,144
171,142
119,91
142,91
167,88
192,89
115,102
126,102
141,99
168,100
184,100
195,100
154,109
149,118
159,118
154,130
155,151
155,171
131,98
174,97
138,140
169,139
119,89
142,88
161,86
189,87
115,99
126,100
139,97
167,97
181,97
194,97
152,105
146,114
156,113
152,126
152,145
152,166
131,98
174,97
135,142
169,139
115,91
144,88
162,87
188,87
112,99
124,100
138,98
166,97
180,98
193,98
152,108
147,116
157,116
152,131
153,147
153,169
127,101
170,100
135,143
163,142
112,93
135,91
161,91
184,89
111,105
122,103
135,101
163,100
177,100
189,103
147,108
144,117
153,117
147,130
149,148
149,166
129,100
172,100
134,143
168,141
114,93
137,92
163,91
186,89
112,105
123,103
137,100
165,100
179,100
189,100
150,109
146,117
156,117
150,131
151,149
151,169
136,100
178,100
143,144
172,143
122,92
145,91
170,91
193,90
119,102
130,101
143,100
171,100
185,101
198,100
156,110
152,118
162,117
157,130
157,152
158,173
136,100
179,99
141,143
176,142
122,92
146,93
169,90
193,90
119,104
129,102
144,100
172,100
185,100
200,100
156,111
152,119
162,118
157,134
158,147
159,164
132,101
175,100
138,143
170,143
119,94
143,94
166,92
189,92
116,105
126,102
139,101
168,100
182,101
194,101
152,111
148,119
159,118
153,130
154,148
154,168
133,101
176,100
141,145
171,143
119,92
143,93
165,92
190,89
118,106
128,103
142,101
168,100
183,100
195,101
154,111
150,119
160,118
156,130
156,155
155,173
135,101
177,100
139,141
176,140
119,95
142,93
167,90
193,91
118,105
129,103
141,101
170,101
185,101
196,100
156,113
151,119
161,118
156,131
157,144
157,162
133,100
176,99
140,142
171,140
118,92
143,92
167,88
192,92
116,104
127,101
142,100
169,100
183,100
195,99
153,108
148,117
160,116
154,129
155,148
155,167
134,100
176,99
139,142
173,141
120,92
145,91
168,89
190,90
116,103
128,101
142,100
169,100
184,100
195,100
156,110
150,118
160,117
154,133
155,146
156,168
146,99
198,102
151,155
188,156
131,91
160,91
189,93
216,93
124,101
139,100
154,101
190,103
205,103
219,104
172,132
165,135
181,135
169,148
168,168
168,187
156,100
206,101
158,151
197,154
138,93
168,92
199,93
223,93
132,102
147,101
163,102
199,103
214,103
228,105
182,132
173,135
191,136
180,148
178,163
174,184
172,94
224,98
177,151
213,154
156,85
183,87
215,89
242,91
149,96
165,95
181,96
216,99
232,100
244,102
198,126
189,130
207,131
195,147
194,163
191,183
167,100
219,105
173,156
205,159
151,94
179,94
210,96
237,97
144,103
159,103
175,103
210,105
226,106
239,108
192,135
183,137
199,138
189,150
188,170
187,187
159,88
209,91
164,140
196,142
143,80
174,79
198,82
224,84
139,91
150,91
165,90
200,92
215,92
228,93
184,117
176,120
191,121
182,134
181,152
179,172
157,84
207,86
163,138
194,140
141,78
170,79
197,79
223,79
137,84
150,85
164,85
199,87
215,88
228,89
181,115
173,117
189,117
179,132
179,149
178,167
156,92
207,95
162,147
195,148
139,85
169,86
198,87
225,87
135,93
149,93
164,95
199,96
215,97
229,98
180,124
172,126
189,129
179,143
178,158
177,178
162,88
208,91
169,138
196,140
149,83
175,81
199,83
223,84
143,89
154,89
169,89
201,91
214,92
227,94
185,115
178,118
191,119
182,131
181,148
181,166
152,122
211,126
160,185
200,186
135,113
169,113
199,116
230,115
128,123
144,123
161,125
201,127
219,128
234,129
181,155
173,159
190,160
179,177
178,199
176,222
158,133
216,136
166,196
200,199
139,123
173,121
208,123
236,129
132,131
148,131
167,134
206,138
224,138
239,140
185,168
177,172
195,173
182,190
181,209
179,231
155,98
205,100
162,151
190,152
140,90
168,89
192,90
220,93
135,101
147,98
162,99
197,101
211,102
225,103
178,127
170,130
185,131
176,145
174,162
174,181
162,114
214,118
163,167
204,171
144,107
174,108
202,110
233,111
142,115
154,116
170,117
205,119
223,121
236,121
185,151
176,150
196,152
185,165
183,179
181,200
173,112
224,114
177,166
214,168
156,105
188,103
214,106
242,107
151,113
165,113
181,114
216,116
232,117
244,117
199,144
190,147
206,148
196,162
195,175
193,199
166,109
217,110
171,162
207,163
149,99
178,98
206,99
233,101
145,110
156,109
173,110
208,111
224,110
238,112
191,138
181,142
198,143
188,156
188,170
187,193
160,104
212,108
164,160
199,162
145,94
173,96
202,97
231,102
141,103
153,105
168,107
203,109
220,110
234,111
184,137
177,139
192,141
181,153
180,172
180,192
155,113
206,116
158,167
193,169
138,104
166,106
195,108
222,107
133,114
146,115
161,114
198,116
214,118
226,120
178,144
169,146
188,150
176,161
176,178
174,197
171,113
222,115
173,165
210,168
156,104
183,105
212,107
240,111
149,114
163,114
177,114
213,117
229,118
240,119
194,146
187,148
203,149
193,162
192,176
191,197
166,114
218,117
171,167
209,169
150,105
181,108
206,108
236,110
147,116
158,116
174,116
209,118
226,118
240,118
191,148
182,151
200,151
191,163
189,184
187,203
168,109
218,108
175,163
213,161
149,103
180,100
208,99
236,98
147,113
159,111
175,110
210,109
226,109
239,108
195,138
186,142
204,142
194,155
194,173
195,194
154,119
208,120
159,174
198,174
137,112
167,112
197,113
226,112
133,120
146,120
163,121
199,122
216,121
230,123
180,150
172,155
190,155
180,169
179,186
178,208
155,80
206,82
159,130
194,134
139,70
168,70
195,72
221,73
134,80
147,81
162,81
197,83
213,84
225,85
180,108
173,111
188,113
177,125
176,143
176,162
149,121
210,122
157,182
195,184
133,108
167,107
199,109
228,110
126,122
140,121
157,121
200,122
219,124
232,126
180,151
170,157
189,157
177,175
177,193
176,218
152,144
212,147
156,207
200,210
134,135
167,135
200,137
232,138
130,146
142,145
161,147
202,148
221,150
235,152
181,179
170,184
190,185
178,201
177,220
177,244
158,149
218,153
160,208
208,210
139,140
173,140
206,142
238,142
133,150
147,149
168,151
208,154
227,155
242,156
187,185
175,188
196,190
185,205
185,223
184,245
154,154
213,156
156,213
205,216
133,144
168,144
202,146
235,148
129,154
144,155
163,156
204,158
222,158
237,159
184,190
173,194
192,195
180,210
179,226
178,250
174,149
233,153
177,212
221,214
157,139
193,140
222,146
254,145
152,149
165,151
184,152
223,154
242,155
257,159
203,186
192,189
213,192
200,207
199,226
198,248
163,151
223,154
166,216
206,218
143,142
176,142
212,143
242,147
139,151
154,151
171,153
212,155
231,156
247,160
188,190
179,192
200,194
186,208
185,228
184,251
168,155
230,160
170,217
212,221
151,142
182,143
218,145
250,151
143,153
160,156
175,156
219,160
237,161
253,163
194,193
185,195
206,197
192,210
191,231
189,256
164,154
225,157
170,219
212,221
145,145
181,143
211,148
245,151
140,153
156,155
173,156
215,159
234,160
250,161
193,191
182,195
202,196
190,213
189,232
188,254
156,151
216,151
162,210
206,212
138,142
170,140
206,142
236,143
133,153
149,151
166,152
206,153
223,152
239,153
185,185
176,189
196,189
184,206
184,221
184,247
164,152
223,155
168,215
209,217
146,143
181,143
211,145
243,148
140,152
154,152
173,155
213,157
231,158
247,159
193,189
183,192
203,194
189,207
190,228
188,251
165,156
224,158
169,216
211,218
147,146
181,147
210,146
243,149
141,157
157,156
175,158
215,159
233,160
248,162
194,191
185,194
203,195
192,211
191,228
190,254
171,154
230,156
174,216
217,219
151,143
186,142
218,144
252,148
146,152
158,153
180,155
220,157
238,159
253,160
200,189
190,192
210,193
198,207
197,230
194,251
168,162
228,166
173,226
213,230
149,151
182,153
215,154
249,157
144,162
160,164
176,164
218,167
236,168
253,170
196,201
185,203
206,205
192,219
191,241
190,260
174,168
234,170
180,230
223,232
157,156
194,160
219,161
255,162
149,169
164,168
185,170
224,172
244,172
258,174
205,207
195,210
214,210
202,226
201,242
198,265
166,153
226,156
173,216
215,218
148,143
183,143
214,145
248,147
141,154
156,154
176,155
216,158
236,159
250,160
196,191
187,193
205,196
194,211
194,229
193,251
166,154
226,157
171,218
212,222
147,145
185,146
214,147
248,149
142,155
157,155
176,156
215,159
234,159
250,160
194,193
184,196
205,197
193,211
191,233
190,252
166,155
227,159
169,215
217,218
148,145
181,147
214,150
248,149
139,157
157,157
177,158
217,160
235,161
249,163
195,195
185,196
206,198
193,212
192,227
192,252
178,147
237,151
186,212
223,213
160,138
194,136
225,137
256,140
154,149
168,149
187,150
226,151
246,153
261,157
209,182
199,188
218,189
207,205
205,225
202,247
169,157
228,160
173,219
215,221
150,148
184,148
214,149
248,152
143,158
159,157
178,159
218,161
238,162
252,164
198,193
189,197
210,197
195,214
194,231
192,254
172,157
231,160
174,218
220,221
153,147
187,148
221,150
251,151
146,157
162,157
182,159
222,162
240,162
257,164
202,193
193,197
209,200
198,214
197,231
196,254
163,90
214,91
169,144
204,145
147,82
176,80
204,82
230,82
144,91
156,91
171,92
205,93
221,92
235,93
187,119
180,122
196,124
186,137
186,155
185,176
153,112
210,113
159,170
199,171
136,103
168,102
197,103
228,104
130,113
143,113
163,113
201,114
218,114
232,115
180,144
172,147
189,148
179,163
178,183
178,205
154,87
211,88
158,145
200,147
135,77
167,76
199,76
229,76
131,88
145,88
162,88
201,90
219,89
234,89
180,119
171,122
189,123
178,139
178,159
178,183
169,88
227,92
175,149
210,153
152,79
184,80
216,84
246,85
148,89
161,89
178,90
216,93
234,94
250,95
194,124
185,127
203,129
192,143
191,164
190,184
164,83
205,83
169,125
194,126
152,76
174,75
196,76
216,78
148,83
158,83
170,84
198,85
211,84
220,85
184,105
178,108
190,109
182,119
182,134
183,150
161,100
223,103
168,167
208,169
143,92
181,94
206,96
245,96
137,103
152,103
173,102
212,106
232,106
246,107
191,143
182,145
200,147
189,162
188,180
186,200
158,144
209,145
164,197
198,199
142,136
171,138
197,139
225,136
139,147
152,146
165,146
200,147
216,147
233,147
180,176
174,179
188,181
180,193
180,207
181,227
147,142
206,143
151,204
193,207
128,133
161,132
186,134
223,133
126,143
137,143
155,143
195,145
214,145
231,146
168,177
162,180
179,181
170,199
169,215
170,239
163,145
222,146
168,205
212,207
145,135
177,134
207,138
241,136
140,146
153,147
172,147
212,147
230,147
246,149
192,179
182,184
201,185
189,201
189,216
188,240
165,130
219,132
172,188
206,189
149,122
181,121
210,121
237,124
144,132
156,130
173,131
209,134
226,132
241,135
192,161
184,165
199,165
189,180
189,200
189,221
284,133
337,145
274,189
323,198
262,118
301,117
331,126
355,139
256,129
273,132
293,135
328,144
346,148
352,152
316,164
304,171
317,173
306,186
301,201
290,232
161,122
219,122
168,183
215,183
141,114
174,106
204,105
240,113
139,124
150,124
173,124
208,124
229,124
241,124
193,150
186,158
199,158
192,170
193,199
191,224
161,119
219,118
167,179
218,177
141,109
175,102
205,100
240,109
137,123
150,121
173,120
208,119
230,120
242,121
191,142
184,151
199,152
191,164
191,195
192,222
163,122
220,122
166,179
217,179
142,111
177,106
204,106
241,113
139,125
152,124
173,124
209,124
231,124
244,125
193,149
186,156
199,157
193,172
194,188
193,221
157,126
215,126
161,185
214,182
136,116
169,110
199,110
235,114
130,129
145,129
169,128
204,128
226,127
238,128
190,156
182,162
195,162
189,176
189,193
189,222
157,123
215,126
157,182
208,185
135,113
171,106
202,109
234,117
130,126
145,125
169,126
202,127
225,129
237,130
188,152
178,159
192,160
185,174
182,196
180,224
158,122
214,124
159,178
211,180
137,112
170,106
197,108
235,114
132,123
147,123
168,124
203,125
224,126
236,128
187,149
179,156
193,157
186,171
186,187
185,218
154,128
211,127
160,185
210,184
